File, Implementatie, executiontime
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 186
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 163
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 175
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 173
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 175
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 223
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 171
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 197
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 144
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 180
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 230
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 155
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 234
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 514
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 252
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 145
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 256
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 248
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 174
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 232
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 326
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 248
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 439
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 180
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 245
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 244
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, default, 165
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 167
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 224
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 142
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 143
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 160
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 216
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 139
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 149
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 163
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 165
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 122
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 150
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 113
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 129
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 131
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 130
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 107
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 109
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 146
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 152
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 143
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 108
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 139
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 134
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 152
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 147
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 185
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 148
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 150
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 115
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 112
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 154
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 144
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 130
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 134
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 202
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 146
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 140
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 129
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 181
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 150
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 188
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 142
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 206
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 189
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 127
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 177
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 136
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 149
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 106
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 148
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 125
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 136
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 102
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 102
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 144
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 111
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 130
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 107
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 111
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 141
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 113
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 132
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 103
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 160
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 145
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 169
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 110
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 126
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 161
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 158
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 110
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 120
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 172
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 195
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 137
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 216
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 148
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 184
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 112
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 163
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 135
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 120
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 99
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 162
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 114
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 148
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 94
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 104
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 140
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 125
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 115
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 93
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 112
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 145
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 130
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 117
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 92
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 101
C:/Users/djrel/Documents/GitHub/HU-Vision-Vera-Florian-V2C/testsets/Set A/TestSet Images/male-3.png, student, 142
